"GU_ID"	"GU_Name"	"GU_Type"	"AreaKm"	"RelatedGWB"	"dom_section_n"	"dom_well_n"	"avgmax_dom"	"avgmaxsd_dom"	"avgmin_dom"	"avgminsd_dom"	"maxdomestic"	"mindomestic"	"pub_section_n"	"pub_well_n"	"avgmax_pub"	"avgmaxsd_pub"	"maxpublic"	"percent_max"	"comparison"	"public_shallow"	"use_public_as_dom"
"Hgb-1-45"	"BIG RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	514.616656016	"1-45"	85	687	227.4	84.299946336762	140.270588235294	90.7598070570383	480.299839010286	-132.008832935821	13	28	162.923076923077	80.2667028707645	403.72318553537	17.3245834890493	"different"	"shallower"	"yes"
"Hgb-1-46"	"NAVARRO RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	342.170302482	"1-46"	94	610	235.18085106383	83.8354715859707	121.042553191489	71.9578602629773	486.687265821742	-94.8310275974426	3	3	74	22.6053091109146	141.815927332744	109.743702894515	"different"	"shallower"	"yes"
"Hgb-1-48"	"GRAVELLY VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	97.7011079349	"1-48"	4	15	209.75	144.315337600224	115.25	76.5043571743902	642.696012800672	-114.263071523171	1	1	148	NA	598	7.20499015706165	"same"	"shallower"	"yes"
"Hgb-1-49"	"ANNAPOLIS OHLSON RANCH FM HIGHLANDS"	"Highland area - Groundwater Basin"	13.8781463278	"1-49"	27	111	244.259259259259	78.6998155567151	153.037037037037	85.4776090705727	480.358705929404	-103.395790174681	3	5	275	26.0576284415908	353.172885324772	30.5173365806715	"different"	"shallower"	"yes"
"Hgb-1-5"	"SCOTT RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1426.32010614	"1-5"	207	1063	199.473429951691	106.479762511879	99.4541062801932	79.9925759300849	518.912717487327	-140.523621510061	11	13	164.727272727273	89.8800210381494	434.367335841721	17.7377846835998	"different"	"shallower"	"yes"
"Hgb-1-50"	"KNIGHTS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	40.1719697587	"1-50"	30	139	367.5	140.899022291706	183.666666666667	105.924284387427	790.197066875118	-134.106186495614	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-1-51"	"POTTER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	145.140893639	"1-51"	48	391	247.958333333333	96.6148216313897	111.708333333333	76.8275101253238	537.802798227502	-118.774197042638	3	5	123	73.7360156233031	344.208046869909	43.8984968118418	"different"	"shallower"	"yes"
"Hgb-1-52"	"UKIAH VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	611.008043012	"1-52"	210	1171	268.661904761905	115.317307100577	130.12380952381	85.568595862374	614.613826063634	-126.581978063312	14	24	281	248.034426890859	1025.10328067258	50.0683261670673	"different"	"deeper"	"no"
"Hgb-1-53"	"SANEL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	139.092255258	"1-53"	59	234	222.542372881356	100.283962693856	117.067796610169	63.2776760784477	523.394260962924	-72.7652316251736	2	6	248	214.96046148071	698	28.5912165494245	"different"	"deeper"	"no"
"Hgb-1-54"	"ALEXANDER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	772.243091654	"1-54"	254	2422	377.716535433071	214.135984191118	123.870078740157	90.2916379942981	1020.12448800642	-147.004835242737	41	71	296.292682926829	206.333618674035	915.293538948933	10.8328999314327	"different"	"shallower"	"yes"
"Hgb-1-55"	"SANTA ROSA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	730.45973247	"1-55"	268	4731	430.108208955224	227.209878902607	123.701492537313	105.44359870152	1111.73784566305	-192.629303567248	61	100	378.459016393443	212.373065913931	1015.57821413524	9.04046496381238	"same"	"shallower"	"yes"
"Hgb-1-56"	"McDOWELL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	61.8474488405	"1-56"	29	60	211.034482758621	108.317483999129	163.724137931034	92.4997670080943	535.986934756006	-113.775163093248	2	3	248	214.96046148071	698	26.2584733566937	"different"	"deeper"	"no"
"Hgb-1-57"	"BODEGA BAY AREA HIGHLANDS"	"Highland area - Groundwater Basin"	57.8643448043	"1-57"	25	523	281.04	128.225543477109	72	83.5434018938659	665.716630431327	-178.630205681598	4	8	129.75	76.342976101276	358.778928303828	59.9197721279427	"different"	"shallower"	"yes"
"Hgb-1-59"	"WILSON GROVE FORMATION HIGHLANDS"	"Highland area - Groundwater Basin"	131.062716648	"1-59"	124	2863	319.346774193548	145.548865560444	88.8145161290323	91.0216062025876	755.993370874882	-184.25030247873	11	21	178.545454545455	131.730302995449	573.736363531801	27.412639219413	"different"	"shallower"	"yes"
"Hgb-1-6"	"HAYFORK VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	577.639813038	"1-6"	77	555	290.974025974026	119.415900160782	119.454545454545	90.4754321777531	649.221726456372	-151.971751078714	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-1-60"	"LOWER RUSSIAN RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	394.111623975	"1-60"	131	1385	247.984732824427	122.535331465778	87.6106870229008	74.9794405173418	615.590727221761	-137.327634529125	29	54	175.172413793103	124.08898562999	547.439370683073	11.7196204399974	"different"	"shallower"	"yes"
"Hgb-1-61"	"FORT ROSS TERRACE DEPOSITS HIGHLANDS"	"Highland area - Groundwater Basin"	86.007947834	"1-61"	54	544	230.055555555556	106.860589248755	86.1851851851852	69.2349224984132	550.637323301821	-121.519582310054	13	28	247.923076923077	137.256124051875	659.691449078701	18.0205789146675	"different"	"deeper"	"no"
"Hgb-1-62"	"WILSON POINT AREA HIGHLANDS"	"Highland area - Groundwater Basin"	106.150981565	"1-62"	6	53	251.166666666667	84.7594635817539	96.8333333333333	75.5497628498374	505.445057411928	-129.815955216179	1	1	97	NA	547	7.89683837563161	"same"	"deeper"	"yes"
"Hgb-1-7"	"HOOPA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	5663.7594462	"1-7"	317	1454	222.15141955836	110.71820673836	120.766561514196	82.9198317568387	554.30603977344	-127.992933756321	33	57	184.939393939394	123.786847896379	556.29993762853	0.359064852100817	"same"	"deeper"	"yes"
"Hgb-1-8"	"MAD RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1380.60698931	"1-8"	131	512	182.236641221374	93.5978987322545	109.977099236641	79.7566940184435	463.030337418137	-129.292982818689	7	16	131.428571428571	80.2451600676684	372.164051631577	21.7593142334083	"different"	"shallower"	"yes"
"Hgb-1-9"	"EUREKA PLAIN HIGHLANDS"	"Highland area - Groundwater Basin"	299.504802477	"1-9"	39	167	183.641025641026	92.9135102009807	114.794871794872	93.1507492094004	462.381556243968	-164.657375833329	1	1	400	NA	850	59.0709983559042	"different"	"deeper"	"no"
"Hgb-2-1"	"PETALUMA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	177.919982606	"2-1"	105	859	371.009523809524	232.386510565997	128.114285714286	112.106518225175	1068.16905550752	-208.205268961238	9	12	384.222222222222	185.581368796667	940.966328612222	12.6624345876049	"different"	"shallower"	"yes"
"Hgb-2-10"	"LIVERMORE VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	785.796771877	"2-10"	156	643	326.25641025641	138.4050563963	191.711538461538	104.322948306805	741.471579445309	-121.257306458877	6	8	320	148.189068422742	764.567205268225	3.06706919600466	"same"	"deeper"	"yes"
"Hgb-2-11"	"SUNOL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	434.668505323	"2-11"	49	224	288.061224489796	148.738081898358	165	84.9735252887627	734.275470184871	-89.9205758662882	4	4	270	195.064092031312	855.192276093935	15.214754271315	"different"	"deeper"	"no"
"Hgb-2-19"	"KENWOOD VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	51.7853110571	"2-19"	32	420	532	249.353874721669	175.15625	109.026812143294	1280.06162416501	-151.924186429881	8	13	425.5	149.565083778649	874.195251335947	37.6804064032223	"different"	"shallower"	"yes"
"Hgb-2-2"	"NAPA-SONOMA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	888.611726456	"2-2"	449	5441	551.788418708241	366.574207125733	188.309576837416	133.215755188344	1651.51104008544	-211.337688727616	80	136	521.775	222.524296781785	1189.34789034535	32.536860228396	"different"	"shallower"	"yes"
"Hgb-2-22"	"HALF MOON BAY TERRACE HIGHLANDS"	"Highland area - Groundwater Basin"	146.354365907	"2-22"	51	985	317.372549019608	192.019161625533	124.411764705882	100.561856878359	893.430033896207	-177.273805929194	11	31	231.181818181818	163.93707218431	722.993034734748	21.088167135082	"different"	"shallower"	"yes"
"Hgb-2-24"	"SAN GREGORIO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	126.724915061	"2-24"	56	321	300.696428571429	217.624189802083	120.017857142857	96.6170493276379	953.568997977677	-169.833290840057	4	5	250.5	44.2831796509691	383.349538952907	85.3035459189503	"different"	"shallower"	"yes"
"Hgb-2-26"	"PESCADERO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	198.355271703	"2-26"	66	418	320.924242424242	168.525214785942	143.560606060606	98.7759124775919	826.49988678207	-152.76713137217	10	12	248.7	81.3716439826826	492.814931948048	50.5845837698093	"different"	"shallower"	"yes"
"Hgb-2-27"	"SAND POINT AREA HIGHLANDS"	"Highland area - Groundwater Basin"	0.489814393162	"2-27"	4	9	358.75	133.190027154188	248.75	238.130741400601	758.320081462564	-465.642224201804	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-2-28"	"ROSS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	75.8891368309	"2-28"	36	271	279.194444444444	124.68951598601	114.083333333333	103.284731273726	653.262992402474	-195.770860487844	1	1	120	NA	570	13.6132610762541	"different"	"shallower"	"yes"
"Hgb-2-29"	"SAN RAFAEL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	17.1438359614	"2-29"	15	162	293.133333333333	155.449976642312	96.0666666666667	91.8045024313441	759.483263260268	-179.346840627366	1	1	120	NA	570	28.5047985930416	"different"	"shallower"	"yes"
"Hgb-2-3"	"SUISUN-FAIRFIELD VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	335.055107598	"2-3"	121	447	297.652892561983	257.636168227723	153.818181818182	126.152090747637	1070.56139724515	-224.638090424729	9	10	194.333333333333	123.709336753537	565.461343593944	61.7473145137515	"different"	"shallower"	"yes"
"Hgb-2-30"	"NOVATO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	149.628334775	"2-30"	47	223	247.595744680851	195.287041754313	145.255319148936	164.470225676671	833.45686994379	-348.155357881077	3	6	251.333333333333	305.78641783659	1168.6925868431	33.4875816351201	"different"	"deeper"	"no"
"Hgb-2-31"	"ARROYO DEL HAMBRE VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	39.3933850565	"2-31"	16	121	312	175.454837493869	123.3125	61.4347553642616	838.364512481607	-60.9917660927847	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-2-35"	"WESTSIDE HIGHLANDS"	"Highland area - Groundwater Basin"	32.9974346566	"2-35"	7	18	282.714285714286	135.371974309941	187.428571428571	83.6637259965097	688.83020864411	-63.5626065609576	4	20	636.25	182.773767264342	1184.57130179303	52.9241692597164	"different"	"deeper"	"no"
"Hgb-2-36"	"SAN PEDRO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	19.481726307	"2-36"	1	1	65	NA	65	NA	515	-385	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-2-4"	"PITTSBURG PLAIN HIGHLANDS"	"Highland area - Groundwater Basin"	57.4870784128	"2-4"	17	42	247.647058823529	193.51516128474	187.235294117647	187.327430389867	828.192542677749	-374.746997051955	3	4	642	521.466202164627	2206.39860649388	90.8330642295817	"different"	"deeper"	"no"
"Hgb-2-5"	"CLAYTON VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	70.7247217371	"2-5"	19	48	348.789473684211	192.038936719547	237.578947368421	201.31437984447	924.906283842852	-366.36419216499	2	2	300	56.5685424949238	750	20.8855009417665	"different"	"shallower"	"yes"
"Hgb-2-6"	"YGNACIO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	164.975661729	"2-6"	46	121	272.108695652174	156.666273511687	198.739130434783	133.598142831837	742.107516187234	-202.055298060729	1	1	260	NA	710	4.42219544067071	"same"	"shallower"	"yes"
"Hgb-2-7"	"SAN RAMON VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	100.688327891	"2-7"	47	186	314.127659574468	151.353834932423	170.042553191489	112.065578131892	768.189164371737	-166.154181204186	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-2-8"	"CASTRO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	122.155299941	"2-8"	52	188	271.557692307692	131.934834399045	144.269230769231	93.9180108402057	667.362195504828	-137.484801751386	2	2	122.5	53.0330085889911	572.5	15.3020546716812	"different"	"shallower"	"yes"
"Hgb-2-9"	"SANTA CLARA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1395.27434497	"2-9"	447	3788	361.765100671141	195.985301542135	156.429530201342	114.646752550635	949.721005297546	-187.510727450564	52	76	286.596153846154	140.392064411144	707.772347079587	29.1945253199312	"different"	"shallower"	"yes"
"Hgb-3-12"	"SANTA MARIA HIGHLANDS"	"Highland area - Groundwater Basin"	2122.43760437	"3-12"	157	478	312.082802547771	198.627855929297	212.28025477707	177.463677554639	907.966370335663	-320.110777886846	15	17	248	148.9702750791	694.910825237301	26.5841382841813	"different"	"shallower"	"yes"
"Hgb-3-13"	"CUYAMA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1145.24998896	"3-13"	32	42	334.53125	175.45112073204	312.03125	185.298448781871	860.884612196121	-243.864096345614	1	1	800	NA	1250	36.8675185328156	"different"	"deeper"	"no"
"Hgb-3-14"	"SAN ANTONIO CREEK VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	132.770321581	"3-14"	15	34	610.2	279.937799213631	472.066666666667	288.000859787076	1450.01339764089	-391.935912694562	2	2	242.5	81.317279836453	692.5	70.7125937672069	"different"	"shallower"	"yes"
"Hgb-3-15"	"SANTA YNEZ RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1644.45045954	"3-15"	162	472	314.456790123457	258.225408268332	204.043209876543	210.617646820882	1089.13301492845	-427.809730586102	17	31	268.176470588235	257.500057110216	1040.67664191888	4.55030080775361	"same"	"shallower"	"yes"
"Hgb-3-16"	"GOLETA HIGHLANDS"	"Highland area - Groundwater Basin"	96.0934072532	"3-16"	53	375	650.245283018868	309.02774991529	253.566037735849	178.182006066611	1577.32853276474	-280.979980463983	12	24	517.416666666667	366.412201646113	1616.653271605	2.46242723026579	"same"	"deeper"	"yes"
"Hgb-3-17"	"SANTA BARBARA HIGHLANDS"	"Highland area - Groundwater Basin"	9.91350769124	"3-17"	15	77	494.866666666667	260.95206638841	251.266666666667	111.579226603897	1277.7228658319	-83.4710131450245	6	9	521.333333333333	155.166577157153	986.833064804792	25.6906704834902	"different"	"shallower"	"yes"
"Hgb-3-18"	"CARPINTERIA HIGHLANDS"	"Highland area - Groundwater Basin"	86.7117375883	"3-18"	22	104	768.181818181818	269.043391147871	413.409090909091	262.017567402847	1575.31199162543	-372.643611299451	2	2	1000	137.17871555019	1450	8.28423593813239	"same"	"shallower"	"yes"
"Hgb-3-19"	"CARRIZO PLAIN HIGHLANDS"	"Highland area - Groundwater Basin"	305.442910772	"3-19"	16	26	266.125	115.79687675696	252.5625	125.729322355606	613.515630270881	-124.625467066819	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-2"	"PAJARO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	110.286700176	"3-2"	63	675	483.52380952381	244.684118757941	137.888888888889	123.470005644718	1217.57616579763	-232.521128045267	2	3	435	7.07106781186548	885	31.6351123167485	"different"	"shallower"	"yes"
"Hgb-3-20"	"ANO NUEVO AREA HIGHLANDS"	"Highland area - Groundwater Basin"	13.2946355334	"3-20"	8	8	171.875	109.73791830669	171.875	109.73791830669	501.088754920069	-157.338754920069	2	4	200	0	650	25.873112641131	"different"	"deeper"	"no"
"Hgb-3-21"	"SANTA CRUZ PURISIMA FORMATION HIGHLANDS"	"Highland area - Groundwater Basin"	108.85806275	"3-21"	104	2319	517.875	219.155913268131	116.423076923077	93.3776851482436	1175.34273980439	-163.709978521654	12	14	241.5	60.1157973490254	421.847392047076	94.3526174787796	"different"	"shallower"	"yes"
"Hgb-3-22"	"SANTA ANA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	37.8322078691	"3-22"	9	10	335.111111111111	240.736081863752	327.444444444444	246.603989784792	1057.31935670237	-412.367524909931	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-23"	"UPPER SANTA ANA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	37.2534711049	"3-23"	3	3	67	20.4205778566621	67	20.4205778566621	128.261733569986	5.73826643001358	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-24"	"QUIEN SABE VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	79.0639197388	"3-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hgb-3-25"	"TRES PINOS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	11.2523560456	"3-25"	6	6	211.666666666667	155.488477600968	211.666666666667	155.488477600968	678.13209946957	-254.798766136237	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-26"	"WEST SANTA CRUZ TERRACE HIGHLANDS"	"Highland area - Groundwater Basin"	42.5496914542	"3-26"	23	255	428.782608695652	292.877255785631	188.826086956522	138.802558325228	1307.41437605254	-227.581588019164	4	7	183.25	111.389332224111	517.417996672332	86.5828983733528	"different"	"shallower"	"yes"
"Hgb-3-27"	"SCOTTS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	2.50192586186	"3-27"	8	216	510.625	254.788953281507	78	33.3809184158512	1274.99185984452	-22.1427552475536	5	16	457.6	247.016801048026	1198.65040314408	6.17239265698897	"same"	"shallower"	"yes"
"Hgb-3-28"	"SAN BENITO RIVER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	264.265199572	"3-28"	24	36	207.083333333333	140.018916941424	171.083333333333	125.920581135981	627.140084157604	-206.67841007461	1	1	340	NA	790	22.984307290864	"different"	"deeper"	"no"
"Hgb-3-29"	"DRY LAKE VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	276.207150718	"3-29"	11	22	250.727272727273	159.018295116688	206.181818181818	127.692457241466	727.782158077338	-176.89555354258	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-3"	"GILROY-HOLLISTER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	1640.39451893	"3-3"	288	2286	385.857638888889	193.018631759352	190.548611111111	150.031045793519	964.913534166946	-259.544526269446	37	46	304.891891891892	151.854971707983	760.456807015842	23.7000396113153	"different"	"shallower"	"yes"
"Hgb-3-30"	"BITTER WATER VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	337.664650092	"3-30"	18	23	220.055555555556	176.471118190925	170.444444444444	109.716330610417	749.468910128332	-158.704547386807	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-31"	"HERNANDEZ VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	202.70294252	"3-31"	13	23	120.615384615385	73.1249369931791	92.9230769230769	68.9449799217482	339.990195594922	-113.911862842168	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-32"	"PEACH TREE VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	168.758288999	"3-32"	2	2	66.5	9.19238815542512	66.5	9.19238815542512	516.5	-383.5	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-33"	"SAN CARPOFORO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	93.5687834705	"3-33"	5	13	275	238.799078725191	109	41.5932686861708	991.397236175573	-15.7798060585125	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-34"	"ARROYO DE LA CRUZ VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	113.392496257	"3-34"	3	3	88.3333333333333	29.2973263854116	88.3333333333333	29.2973263854116	176.225312489568	0.441354177098603	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-35"	"SAN SIMEON VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	83.9824402237	"3-35"	11	17	291.363636363636	143.685262102467	231.727272727273	100.243793732172	722.419422671036	-69.0041084692423	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-36"	"SANTA ROSA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	109.204111931	"3-36"	7	13	226.428571428571	101.353929611136	143.857142857143	74.9275840871895	530.490360261978	-80.9256094044257	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-37"	"VILLA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	44.7359599757	"3-37"	1	1	95	NA	95	NA	545	-355	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-38"	"CAYUCOS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	5.42484309506	"3-38"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hgb-3-39"	"OLD VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	29.2662285446	"3-39"	1	1	220	NA	220	NA	670	-230	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-4.1"	"180/400 FOOT AQUIFER; EAST SIDE AQUIFER; SEASIDE AREA; LANGLEY AREA; CORRAL DE TIERRA AREA HIGHLANDS"	"Highland area - Groundwater Basin"	493.293504859	"3-4.1"	99	562	538.111111111111	239.212692008891	278.69696969697	184.245424972716	1255.74918713778	-274.039305221178	12	20	568.083333333333	279.472378968049	1406.50047023748	11.3251048925533	"different"	"deeper"	"no"
"Hgb-3-4.2"	"FOREBAY AQUIFER; UPPER VALLEY AQUIFER HIGHLANDS"	"Highland area - Groundwater Basin"	2040.8315855	"3-4.2"	128	241	281.453125	179.658199511113	207.46875	148.740218364285	820.427723533338	-238.751905092854	3	6	213.333333333333	94.3468777084506	496.373966458685	49.2183081989538	"different"	"shallower"	"yes"
"Hgb-3-4.06"	"PASO ROBLES AREA HIGHLANDS"	"Highland area - Groundwater Basin"	2366.78491788	"3-4.06"	294	824	349.897959183673	174.258829683845	241.816326530612	156.200821138506	872.674448235209	-226.786136884906	8	11	218.625	187.379628028236	780.763884084707	11.1175073607424	"different"	"shallower"	"yes"
"Hgb-3-40"	"TORO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	37.9465939107	"3-40"	1	2	225	NA	100	NA	675	-350	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-41"	"MORRO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	60.0070329862	"3-41"	9	19	173	141.164797311511	161.555555555556	147.734653273285	596.494391934533	-281.6484042643	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-42"	"CHORRO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	108.851535711	"3-42"	5	9	305.4	286.183158134786	304	287.563036567637	1163.94947440436	-558.68910970291	1	1	57	NA	507	78.6318777997211	"different"	"shallower"	"yes"
"Hgb-3-43"	"RINCONADA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	28.654271607	"3-43"	1	1	230	NA	230	NA	680	-220	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-44"	"POZO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	217.719953987	"3-44"	5	6	449.4	192.488441211414	355	229.51034835057	1026.86532363424	-333.53104505171	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-45"	"HUASNA VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	254.248183483	"3-45"	17	54	204.470588235294	108.704368384543	139.470588235294	106.387920864553	530.583693388922	-179.693174358364	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-46"	"RAFAEL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	154.575860472	"3-46"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hgb-3-47"	"BIG SPRING AREA HIGHLANDS"	"Highland area - Groundwater Basin"	53.9617099361	"3-47"	2	4	140	28.2842712474619	122.5	53.0330085889911	590	-327.5	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-49"	"MONTECITO HIGHLANDS"	"Highland area - Groundwater Basin"	44.2573015474	"3-49"	24	402	728.25	224.207444704384	192.583333333333	87.6886372425143	1400.87233411315	-70.4825783942097	9	13	496.666666666667	253.41615970573	1256.91514578386	10.8328592423707	"different"	"shallower"	"yes"
"Hgb-3-5"	"CHOLAME VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	306.331082763	"3-5"	16	30	220.9375	97.3943658534723	162	93.7180167666104	513.120597560417	-119.154050299831	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-50"	"FELTON AREA HIGHLANDS"	"Highland area - Groundwater Basin"	268.265300622	"3-50"	132	1835	451.5	179.233844438952	126.454545454545	74.5062488937625	989.201533316856	-97.0642012267422	21	54	455.428571428571	209.29968261528	1083.32761927441	9.08320983952115	"same"	"deeper"	"yes"
"Hgb-3-51"	"MAJORS CREEK HIGHLANDS"	"Highland area - Groundwater Basin"	17.8459611377	"3-51"	13	147	387.846153846154	157.188764523129	154.692307692308	116.836341817222	859.412447415541	-195.816717759359	2	5	325	106.066017177982	775	10.329393605515	"different"	"shallower"	"yes"
"Hgb-3-52"	"NEEDLE ROCK POINT HIGHLANDS"	"Highland area - Groundwater Basin"	4.06778073741	"3-52"	4	7	402.5	118.42719282327	300	28.2842712474619	757.78157846981	215.147186257614	NA	NA	NA	NA	NA	NA	NA	NA	"yes"
"Hgb-3-53"	"FOOTHILL HIGHLANDS"	"Highland area - Groundwater Basin"	33.589162027	"3-53"	20	114	609.55	201.226626625698	279.1	172.102753884814	1213.22987987709	-237.208261654442	8	15	625	335.261092284804	1630.78327685441	29.363675480123	"different"	"deeper"	"no"
"Hgb-3-6"	"LOCKWOOD VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	592.049681271	"3-6"	86	265	391.674418604651	150.066686498759	253.651162790698	135.124758687654	841.874478100928	-151.723113272264	3	4	541.666666666667	124.13030787577	914.057590293975	8.22162924093409	"same"	"deeper"	"yes"
"Hgb-3-7"	"CARMEL VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	646.581290438	"3-7"	126	686	557.412698412698	258.242963732723	282.079365079365	225.166910648065	1332.14158961087	-393.42136686483	11	26	273.636363636364	438.288323533099	1588.50133423566	17.5550213640745	"different"	"deeper"	"no"
"Hgb-3-8"	"LOS OSOS VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	49.7190630829	"3-8"	13	37	221.461538461538	121.693340946698	171.230769230769	130.60127222846	586.541561301632	-220.573047454611	1	1	137	NA	587	0.0781290946116581	"same"	"deeper"	"yes"
"Hgb-3-9"	"SAN LUIS OBISPO VALLEY HIGHLANDS"	"Highland area - Groundwater Basin"	166.293855728	"3-9"	35	140	305.342857142857	180.67633440804	184.714285714286	162.463674026384	847.371860366978	-302.676736364867	11	32	209.545454545455	112.526764493043	547.125748024583	43.0615456829223	"different"	"shallower"	"yes"
